index,Article Title,Date,Authors,Journal,Study Type,Keywords,DOI,Abstract,Topic of interest,Score,Match
85,Working memory and cognitive flexibility-training for children with an autism spectrum disorder: a randomized controlled trial.,2015 May,"de Vries M, Prins PJ, Schmand BA, Geurts HM","Journal of child psychology and psychiatry, and allied disciplines","Journal Article, Randomized Controlled Trial, Research Support, Non-U.S. Gov't","Executive functioning, autism, cognitive training, flexibility, working memory",https://doi.org/10.1111/jcpp.12324,"BACKGROUND: People with autism spectrum disorders (ASDs) experience executive function (EF) deficits. There is an urgent need for effective interventions, but  in spite of the increasing research focus on computerized cognitive training, this has not been studied in ASD. Hence, we investigated two EF training conditions in children with ASD. METHODS: In a randomized controlled trial, children with ASD (n = 121, 8-12 years, IQ > 80) were randomly assigned to an adaptive working memory (WM) training, an adaptive cognitive flexibility-training, or a non-adaptive control training (mock-training). Braingame Brian, a computerized EF-training with game-elements, was used. Outcome measures (pretraining, post-training, and 6-week-follow-up) were near-transfer to trained EFs, far-transfer to other EFs (sustained attention and inhibition), and  parent's ratings of daily life EFs, social behavior, attention deficit hyperactivity disorder (ADHD)-behavior, and quality of life. RESULTS: Attrition-rate was 26%. Children in all conditions who completed the training improved in WM, cognitive flexibility, attention, and on parent's ratings, but not in inhibition. There were no significant differential intervention effects, although children in the WM condition showed a trend toward improvement on near-transfer WM and ADHD-behavior, and children in the cognitive flexibility condition showed a trend toward improvement on near-transfer flexibility. CONCLUSION: Although children in the WM condition tended to improve more in WM and ADHD-behavior, the lack of differential improvement on most outcome measures, the absence of a clear effect of the adaptive training compared to the mock-training, and the high attrition rate suggest that the training in its present form is probably not suitable for children with ASD.",diagnosis support,0.17943336831059808,1
86,Clinical features of young children referred for impairing temper outbursts.,2013 Nov,"Roy AK, Klein RG, Angelosante A, Bar-Haim Y, Leibenluft E, Hulvershorn L, Dixon E, Dodds A, Spindel C",Journal of child and adolescent psychopharmacology,"Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't",None,https://doi.org/10.1089/cap.2013.0005,"OBJECTIVE: In light of the current controversy about whether severe temper outbursts are diagnostic of mania in young children, we conducted a study to characterize such children, focusing on mania and other mood disorders, emotion regulation, and parental psychiatric history. METHODS: Study participants included 51 5-9-year-old children with frequent, impairing outbursts (probands) and 24 non-referred controls without outbursts. Parents completed a lifetime clinical interview about their child, and rated their child's current mood and behavior. Teachers completed a behavior rating scale. To assess emotion regulation, children were administered the Balloons Game, which assesses emotion  expressivity in response to frustration, under demands of high and low regulation. Parental lifetime diagnoses were ascertained in blind clinical interviews. RESULTS: No child had bipolar disorder, bipolar disorder not otherwise specified (NOS), or major depression (MDD). The most prevalent disorder was oppositional defiant disorder (88.2%), followed by attention-deficit/hyperactivity disorder (74.5%), anxiety disorders (49.0%), and  non-MDD depressive disorders (33.3%). Eleven probands (21.6%) met criteria for severe mood dysregulation. During the Balloons Game, when there were no demands for self-regulation, children with severe outbursts showed reduced positive expressivity, and also showed significant deficits in controlling negative facial expressions when asked to do so. Anxiety disorders were the only diagnoses significantly elevated in probands' mothers. CONCLUSIONS: Overall, young children with severe temper outbursts do not present with bipolar disorder. Rather, disruptive behavior disorders with anxiety and depressive mood are common. In children with severe outbursts, deficits in regulating emotional facial expressions may reflect deficits controlling negative affect. This work represents a first step towards elucidating mechanisms underlying severe outbursts in young children.",diagnosis support,0.025183630640083943,0
87,"Video game use in boys with autism spectrum disorder, ADHD, or typical development.",2013 Aug,"Mazurek MO, Engelhardt CR",Pediatrics,"Journal Article, Research Support, Non-U.S. Gov't","ADHD, attention-deficit/hyperactivity disorder, autism, autism spectrum disorder, video game, video game addiction",https://doi.org/10.1542/peds.2012-3956,"OBJECTIVES: The study objectives were to examine video game use in boys with autism spectrum disorder (ASD) compared with those with ADHD or typical development (TD) and to examine how specific symptoms and game features relate to problematic video game use across groups. METHODS: Participants included parents  of boys (aged 8-18) with ASD (n = 56), ADHD (n = 44), or TD (n = 41). Questionnaires assessed daily hours of video game use, in-room video game access, video game genres, problematic video game use, ASD symptoms, and ADHD symptoms. RESULTS: Boys with ASD spent more time than did boys with TD playing video games  (2.1 vs 1.2 h/d). Both the ASD and ADHD groups had greater in-room video game access and greater problematic video game use than the TD group. Multivariate models showed that inattentive symptoms predicted problematic game use for both the ASD and ADHD groups; and preferences for role-playing games predicted problematic game use in the ASD group only. CONCLUSIONS: Boys with ASD spend much more time playing video games than do boys with TD, and boys with ASD and ADHD are at greater risk for problematic video game use than are boys with TD. Inattentive symptoms, in particular, were strongly associated with problematic video game use for both groups, and role-playing game preferences may be an additional risk factor for problematic video game use among children with ASD. These findings suggest a need for longitudinal research to better understand predictors and outcomes of video game use in children with ASD and ADHD.",diagnosis support,0.6358866736621196,1
88,Effects of tryptophan depletion on reactive aggression and aggressive decision-making in young people with ADHD.,2013 Aug,"Kotting WF, Bubenzer S, Helmbold K, Eisert A, Gaber TJ, Zepf FD",Acta psychiatrica Scandinavica,"Journal Article, Randomized Controlled Trial, Research Support, Non-U.S. Gov't","acute tryptophan depletion, aggression, attention deficit hyperactivity disorder, children, decision-making, empathy, gender, impulsivity, point subtraction aggression game",https://doi.org/10.1111/acps.12001,"OBJECTIVE: The neurotransmitter serotonin (5-HT) has been linked to the underlying biological processes related to aggressive behaviour. However, only a  few studies on this subject involving young people have been published so far. METHOD: We aimed to investigate the effects of acute tryptophan depletion (ATD) on reactive aggression and decision-time for aggressive responses in a sample of  young people with Attention deficit hyperactivity disorder (n = 20), a population at risk for aggressive behaviour. The study design was a double-blind within-subject crossover design. Aggression was assessed using a Point subtraction aggression game (PSAG) with high (HP) and low provocation (LP) trials 2.5 h after the intake of ATD and a tryptophan-balanced control condition. RESULTS: A chi-square comparison was used to identify the effect of ATD on increased aggression after LP. Boys were more likely to respond with an increased aggressive response after HP under ATD as represented by an increased relative risk and odds ratios. Girls had a higher relative risk than boys of an increased  point subtraction under ATD after LP. No significant gender differences in decision-time were detected. CONCLUSION: An effect of ATD on increased aggression was found in the whole sample after LP. Research involving larger samples is needed to confirm the present preliminary findings.",diagnosis support,0.0,0
89,A pilot study of the efficacy of a computerized executive functioning remediation training with game elements for children with ADHD in an outpatient setting: outcome on parent- and teacher-rated executive functioning and ADHD behavior.,2014 Nov,"van der Oord S, Ponsioen AJ, Geurts HM, Ten Brink EL, Prins PJ",Journal of attention disorders,"Journal Article, Randomized Controlled Trial, Research Support, Non-U.S. Gov't","ADHD, child, cognitive, executive functioning, ing",https://doi.org/10.1177/1087054712453167,"OBJECTIVE: This pilot study tested the short- and long-term efficacy (9 weeks follow-up) of an executive functioning (EF) remediation training with game elements for children with ADHD in an outpatient clinical setting, using a randomized controlled wait-list design. Furthermore, in a subsample, that is, those treated with methylphenidate, additive effects of the EF training were assessed. METHOD: A total of 40 children (aged 8-12 years) were randomized to the EF training or wait-list. The training consisted of a 25-session training of inhibition, cognitive flexibility, and working memory. Treatment outcome was assessed by parent- and teacher-rated EF, ADHD, oppositional deviant disorder, and conduct disorder symptoms. RESULTS: Children in the EF training showed significantly more improvement than those in the wait-list condition on parent-rated EF and ADHD behavior in the total sample and in the subsample treated with methylphenidate. Effects were maintained at follow-up. CONCLUSION: This pilot study shows promising evidence for the efficacy of an EF training with game elements.",diagnosis support,0.4291710388247638,1
90,Emerging association between addictive gaming and attention-deficit/hyperactivity disorder.,2012 Oct,"Weinstein A, Weizman A",Current psychiatry reports,"Journal Article, Research Support, Non-U.S. Gov't, Review",None,https://doi.org/10.1007/s11920-012-0311-x,"Children's and adolescent's use of computer games and videogames is becoming highly popular and has increased dramatically over the last decade. There is growing evidence of high prevalence of addiction to computer games and videogames among children, which is causing concern because of its harmful consequences. There is also emerging evidence of an association between computer game and videogame addiction and attention deficit/hyperactivity disorder (ADHD). This is  indicated by the occurrence of gaming addiction as a co-morbid disorder of ADHD,  common physiological and pharmacological mechanisms, and potential genetic association between the two disorders. A proper understanding of the psychological and neurotransmitter mechanisms underlying both disorders is important for appropriate diagnostic classification of both disorders. Furthermore, it is important for development of potential pharmacological treatment of both disorders. Relatively few studies have investigated the common  mechanisms for both disorders. This paper reviews new findings, trends, and developments in the field. The paper is based on a literature search, in Medline  and PUBMED, using the keywords addictive gaming and ADHD, of articles published between 2000 and 2012.",diagnosis support,0.4260230849947534,1
91,"Co-occurrence of addictive behaviours: personality factors related to substance use, gambling and computer gaming.",2012,"Walther B, Morgenstern M, Hanewinkel R",European addiction research,"Journal Article, Research Support, Non-U.S. Gov't",None,https://doi.org/10.1159/000335662,"AIM: To investigate co-occurrence and shared personality characteristics of problematic computer gaming, problematic gambling and substance use. METHODS: Cross-sectional survey data were collected from 2,553 German students aged 12-25  years. Self-report measures of substance use (alcohol, tobacco and cannabis), problematic gambling (South Oaks Gambling Screen - Revised for Adolescents, SOGS-RA), problematic computer gaming (Video Game Dependency Scale, KFN-CSAS-II), and of twelve different personality characteristics were obtained. RESULTS: Analyses revealed positive correlations between tobacco, alcohol and cannabis use and a smaller positive correlation between problematic gambling and problematic computer gaming. Problematic computer gaming co-occurred only with cannabis use,  whereas problematic gambling was associated with all three types of substance use. Multivariate multilevel analyses showed differential patterns of personality characteristics. High impulsivity was the only personality characteristic associated with all five addictive behaviours. Depression and extraversion were specific to substance users. Four personality characteristics were specifically associated with problematic computer gaming: irritability/aggression, social anxiety, ADHD, and low self-esteem. CONCLUSIONS: Problematic gamblers seem to be  more similar to substance users than problematic computer gamers. From a personality perspective, results correspond to the inclusion of gambling in the same DSM-V category as substance use and question a one-to-one proceeding for computer gaming.",diagnosis support,0.052465897166841545,0
92,Television and video game exposure and the development of attention problems.,2010 Aug,"Swing EL, Gentile DA, Anderson CA, Walsh DA",Pediatrics,"Journal Article, Research Support, Non-U.S. Gov't",None,https://doi.org/10.1542/peds.2009-1508,"OBJECTIVES: Television viewing has been associated with greater subsequent attention problems in children. Few studies have examined the possibility of a similar association between video games and attention problems, and none of these has used a longitudinal design. METHODS: A sample of 1323 middle childhood participants were assessed during a 13-month period by parent- and child-reported television and video game exposure as well as teacher-reported attention problems. Another sample of 210 late adolescent/early adult participants provided self-reports of television exposure, video game exposure, and attention problems. RESULTS: Exposure to television and video games was associated with greater attention problems. The association of television and video games to attention problems in the middle childhood sample remained significant when earlier attention problems and gender were statistically controlled. The associations of  screen media and attention problems were similar across media type (television or video games) and age (middle childhood or late adolescent/early adult). CONCLUSIONS: Viewing television and playing video games each are associated with  increased subsequent attention problems in childhood. It seems that a similar association among television, video games, and attention problems exists in late  adolescence and early adulthood. Research on potential risk factors for attention problems should be expanded to include video games in addition to television.",diagnosis support,0.003147953830010493,0
93,A comparison of behavioral parent training programs for fathers of children with  attention-deficit/hyperactivity disorder.,2009 Jun,"Fabiano GA, Chacko A, Pelham WE Jr, Robb J, Walker KS, Wymbs F, Sastry AL, Flammer L, Keenan JK, Visweswaraiah H, Shulman S, Herbst L, Pirvics L",Behavior therapy,"Comparative Study, Journal Article, Randomized Controlled Trial, Research Support, N.I.H., Extramural, Research Support, U.S. Gov't, Non-P.H.S.",None,https://doi.org/10.1016/j.beth.2008.05.002,"Few behavioral parent training (BPT) treatment studies for attention-deficit/hyperactivity disorder (ADHD) have included and measured outcomes with fathers. In this study, fathers were randomly assigned to attend a  standard BPT program or the Coaching Our Acting-Out Children: Heightening Essential Skills (COACHES) program. The COACHES program included BPT plus sports  skills training for the children and parent-child interactions in the context of  a soccer game. Groups did not differ at baseline, and father ratings of treatment outcome indicated improvement at posttreatment for both groups on measures of child behavior. There was no significant difference between groups on ADHD-related measures of child outcome. However, at posttreatment, fathers who participated in the COACHES program rated children as more improved, and they were significantly more engaged in the treatment process (e.g., greater attendance and arrival on time at sessions, more homework completion, greater consumer satisfaction). The implications for these findings and father-related treatment efforts are discussed.",diagnosis support,0.3767051416579223,1
94,The effect of methylphenidate on Internet video game play in children with attention-deficit/hyperactivity disorder.,2009 May-Jun,"Han DH, Lee YS, Na C, Ahn JY, Chung US, Daniels MA, Haws CA, Renshaw PF",Comprehensive psychiatry,"Journal Article, Research Support, Non-U.S. Gov't",None,https://doi.org/10.1016/j.comppsych.2008.08.011,"OBJECTIVE: A number of studies about attention-deficit/hyperactivity disorder (ADHD) and Internet video game play have examined the prefrontal cortex and dopaminergic system. Stimulants such as methylphenidate (MPH), given to treat ADHD, and video game play have been found to increase synaptic dopamine. We hypothesized that MPH treatment would reduce Internet use in subjects with co-occurring ADHD and Internet video game addictions. METHODS: Sixty-two children (52 males and 10 females), drug-naive, diagnosed with ADHD, and Internet video game players, participated in this study. At the beginning of the study and after 8 weeks of treatment with Concerta (OROS methylphenidate HCl, Seoul, Korea), participants were assessed with Young's Internet Addiction Scale, Korean version  (YIAS-K), Korean DuPaul's ADHD Rating Scale, and the Visual Continuous Performance Test. Their Internet usage time was also recorded. RESULTS: After 8 weeks of treatment, the YIAS-K scores and Internet usage times were significantly reduced. The changes in the YIAS-K scores between the baseline and 8-week assessments were positively correlated with the changes in total and inattention  scores from the Korean DuPaul's ADHD Rating Scale, as well as omission errors from the Visual Continuous Performance Test. There was also a significant difference in the number of omission errors among non-Internet-addicted, mildly Internet addicted, and severely Internet addicted participants. DISCUSSION: We suggest that Internet video game playing might be a means of self-medication for  children with ADHD. In addition, we cautiously suggest that MPH might be evaluated as a potential treatment of Internet addiction.",diagnosis support,0.6358866736621196,1
95,Parental socialization of emotion expression: gender differences and relations to child adjustment.,2005 Mar,"Chaplin TM, Cole PM, Zahn-Waxler C","Emotion (Washington, D.C.)","Comparative Study, Journal Article, Research Support, U.S. Gov't, P.H.S.",None,https://doi.org/10.1037/1528-3542.5.1.80,"The present study examined gender differences in children's submissive and disharmonious emotions and parental attention to these emotions. Sixty children and their mothers and fathers participated when children were 4 and 6 years old.  Children's emotion expression and parental responses during a game were coded. Girls expressed more submissive emotion than boys. Fathers attended more to girls' submissive emotion than to boys' at preschool age. Fathers attended more to boys' disharmonious emotion than to girls' at early school age. Parental attention at preschool age predicted later submissive expression level. Child disharmonious emotion predicted later externalizing symptoms. Gender differences  in these emotions may occur as early as preschool age and may be subject to differential responding, particularly by fathers.",diagnosis support,0.012591815320041971,0
96,"Reactive aggression in boys with disruptive behavior disorders: behavior, physiology, and affect.",2002 Dec,"Waschbusch DA, Pelham WE Jr, Jennings JR, Greiner AR, Tarter RE, Moss HB",Journal of abnormal child psychology,"Journal Article, Research Support, U.S. Gov't, P.H.S.",None,https://doi.org/1020867831811,"This study examined responses to peer provocation in boys ages 9-13 years who met symptomatic criteria for ADHD-only, ODD/CD-only, comorbid ADHD/ODD/CD, or no diagnosis. Boys participated in a reaction-time game that included standardized verbal and behavioral provocation. Their behavioral, physiological, and affective responses to this task were measured. Results showed that groups did not differ following high levels of provocation because all boys behaved aggressively. However, following low provocation boys with comorbid ADHD/ODD/CD had higher levels of behavioral aggression, had greater heart rate acceleration, and were rated as angrier than all other boys. In addition, boys with comorbid ADHD/ODD/CD held a grudge longer than other children. Results suggest that boys with comorbid ADHD/ODD/CD are especially reactive to provocation from their peers.",diagnosis support,0.2654774396642182,1
97,Once-a-day Concerta methylphenidate versus three-times-daily methylphenidate in laboratory and natural settings.,2001 Jun,"Pelham WE, Gnagy EM, Burrows-Maclean L, Williams A, Fabiano GA, Morrisey SM, Chronis AM, Forehand GL, Nguyen CA, Hoffman MT, Lock TM, Fielbelkorn K, Coles EK, Panahon CJ, Steiner RL, Meichenbaum DL, Onyango AN, Morse GD",Pediatrics,"Clinical Trial, Comparative Study, Journal Article, Research Support, Non-U.S. Gov't, Research Support, U.S. Gov't, P.H.S.",None,https://doi.org/10.1542/peds.107.6.e105,"OBJECTIVE: Methylphenidate (MPH), the most commonly prescribed drug for attention-deficit/hyperactivity disorder (ADHD), has a short half-life, which necessitates multiple daily doses. The need for multiple doses produces problems  with medication administration during school and after-school hours, and therefore with compliance. Previous long-acting stimulants and preparations have  shown effects equivalent to twice-daily dosing of MPH. This study tests the efficacy and duration of action, in natural and laboratory settings, of an extended-release MPH preparation designed to last 12 hours and therefore be equivalent to 3-times-daily dosing. METHODS: Sixty-eight children with ADHD, 6 to 12 years old, participated in a within-subject, double-blind comparison of placebo, immediate-release (IR) MPH 3 times a day (tid), and Concerta, a once-daily MPH formulation. Three dosing levels of medication were used: 5 mg IR  MPH tid/18 mg Concerta once a day (qd); 10 mg IR MPH tid/36 mg Concerta qd; and 15 mg IR MPH tid/54 mg Concerta qd. All children were currently medicated with MPH at enrollment, and each child's dose level was based on that child's MPH dosing before the study. The doses of Concerta were selected to be comparable to  the daily doses of MPH that each child received. To achieve the ascending rate of MPH delivery determined by initial investigations to provide the necessary continuous coverage, Concerta doses were 20% higher on a daily basis than a comparable tid regimen of IR MPH. Children received each medication condition for 7 days. The investigation was conducted in the context of a background clinical behavioral intervention in both the natural environment and the laboratory setting. Parents received behavioral parent training and teachers were taught to  establish a school-home daily report card (DRC). A DRC is a list of individual target behaviors that represent a child's most salient areas of impairment. Teachers set daily goals for each child's impairment targets, and parents provided rewards at home for goal attainment. Each weekday, teachers completed the DRC, and it was used as a dependent measure of individualized medication response. Teachers and parents also completed weekly standardized ratings of behavior and treatment effectiveness. To evaluate the time course of medication effects, children spent 12 hours in a laboratory setting on Saturdays and medication effects were measured using procedures and methods adapted from our summer treatment program. Measures of classroom behavior and academic productivity/accuracy were taken in a laboratory classroom setting during which children completed independent math and reading worksheets. Measures of social behavior were taken in structured, small-group board game settings and unstructured recess settings. Measures included behavior frequency counts, academic problems completed and accuracy, independent observations, teacher and counselor ratings, and individualized behavioral target goals. Reports of adverse events, sleep quality, and appetite were collected. RESULTS: On virtually all measures in all settings, both drug conditions were significantly different from  placebo, and the 2 drugs were not different from each other. In children's regular school settings, both medications improved behavior as measured by teacher ratings and individualized target behaviors (the DRC); these effects were seen into the evening as measured by parent ratings. In the laboratory setting, effects of Concerta were equivalent to tid MPH and lasted at least through 12 hours after dosing. Concerta was significantly superior to tid MPH on 2 parent rating scores, and when asked, more parents preferred Concerta than preferred tid IR MPH or placebo. Side effects on children's sleep and appetite were similar for the 2 preparations. In the lab setting, both medications improved productivity and accuracy on arithmetic seatwork assignments, disruptive and on-task behavior, and classroom rule following. Both medications improved children's rule following and negative behavior in small group board games, as well as in unstructured recess settings. Individual target behaviors also showed significant improvement  with medication across domains in the laboratory setting. Children's behavior across settings deteriorated across the laboratory day, and the primary effect of medication was to prevent this deterioration as the day wore on. Results support  the use of background behavioral treatment in clinical trials of stimulant medication, and illustrate the utility of a measure of individualized daily target goals (ie, the DRC) as an objective measure of medication response in both the laboratory and natural school settings. CONCLUSION: This investigation clearly supports the efficacy of the Concerta long-acting formulation of MPH for  parents who desire to have medication benefits for their child throughout the day and early evening. (ABSTRACT TRUNCATED)",diagnosis support,0.13326337880377753,0
98,Altered reinforcement mechanisms in attention-deficit/hyperactivity disorder.,1998 Jul,"Sagvolden T, Aase H, Zeiner P, Berger D",Behavioural brain research,"Journal Article, Research Support, Non-U.S. Gov't",None,S0166-4328(97)00170-8 [pii],"The present study tested eight boys with attention-deficit/hyperactivity disorder (ADHD) and 12 normal boys (comparison group), aged 7-12 years, to investigate the hypothesis that ADHD is associated with a steeper and shorter delay-of-reinforcement gradient than is normal. A two-component schedule of reinforcement was used to deliver trinkets or coins as reinforcers in a game-like test. One component was marked by a signal. During this period reinforcers (coins or trinkets) were delivered every 30 s. This component is called a 30-s fixed interval (FI) schedule of reinforcement and measures changes in reactivity to reinforcers. The other component was in effect when the signal was turned off. Then no reinforcer was ever delivered. This is called an extinction (EXT) component and measures primarily sustained attention. The ADHD children gradually developed hyperactivity to a large extent consisting of bursts of responses with  short interresponse times (IRTs) during both schedule components. The response bursts not only constituted a substantial portion of the ADHD overactivity, but may well be a key component of the behaviour commonly described as impulsiveness, the key behavioural characteristic of ADHD. In addition, the ADHD children showed behaviour during the extinction component that may well be described as a sustained-attention deficit: initially stopping when the signal was turned off and then resuming responding some time thereafter as if the signal had been turned on again. The comparison group ceased responding during extinction and did not show impulsiveness. The findings were in accordance with a steeper and shorter delay gradient in ADHD.",diagnosis support,0.6358866736621196,1
99,Is instrumental variability abnormally high in children exhibiting ADHD and aggressive behavior?,1998 Jul,"Saldana L, Neuringer A",Behavioural brain research,"Journal Article, Research Support, Non-U.S. Gov't, Research Support, U.S. Gov't, Non-P.H.S.",None,https://doi.org/10.1016/s0166-4328(97)00169-1,"To test whether instrumental behavior of some children with attention deficit hyperactivity disorder (ADHD) is more variable than control subjects, the sequences of responses by three groups of children were compared: (i) those diagnosed with ADHD who lived in a residential treatment facility for children demonstrating aggressive behavior; (ii) age-matched children from the same facility who did not have an ADHD diagnosis but who had also demonstrated abnormal levels of aggression; and (iii) normal children from a local school. The experiment consisted of rewarding children for responding in a computer 'game' on two keys of a keyboard during each of three phases. In phase 1, rewards were provided independently of sequence variability (IND). In phase 2, rewards depended upon highly variable sequences of left and right responses. Phase 3 was  a return to the IND contingencies. The results showed that sequence variability was higher in the sequence variability (VARY) phase than in the preceding IND phase, but remained high when the contingencies returned to IND, thus replicating previous findings. In none of the phases did the ADHD children respond more variably than the controls. However, ADHD subjects made more off-task responses than did controls. Thus, although the present research showed differences between ADHD and control subjects, there was no evidence to support higher behavioral variability in the ADHD subjects.",diagnosis support,0.3892969569779643,1
100,Control of action and thought: normal development and dysfunction in autism: a research note.,1996 Feb,Hughes C,"Journal of child psychology and psychiatry, and allied disciplines","Comparative Study, Journal Article, Research Support, Non-U.S. Gov't",None,https://doi.org/10.1111/j.1469-7610.1996.tb01396.x,"Thirty-six children with autism, 24 children with learning difficulties (matched  with the autistic group for sentence comprehension), and 41 normally-developing preschoolers were given two simple tasks: a hand-game requiring inhibitory control, and a delayed-reward situation tapping metacognitive awareness of strategies for coping with the delay period. For both clinical groups, performance on the two tasks was correlated, even when the effect of comprehension level was partialled out. However, no such correlation was observed for the preschoolers, once age was taken into account. The results are discussed  in terms of potential links between executive-function and mental-state awareness.",diagnosis support,0.006295907660020986,0
101,Malleability of social impressions of hyperactive children.,1993 Dec,"Granger DA, Whalen CK, Henker B",Journal of abnormal child psychology,"Clinical Trial, Journal Article, Randomized Controlled Trial, Research Support, Non-U.S. Gov't",None,https://doi.org/10.1007/BF00916447,"The role of adults' social cognitions in mediating judgments of hyperactive children's medication-related behavior change was explored. Two hundred eight-eight undergraduates observed two videotaped excerpts of a hyperactive ""target"" boy playing a group game with two peers. Each target was taking either methylphenidate (0.6 mg/kg) during both excerpts, placebo during both excerpts, methylphenidate first followed by placebo, or placebo first followed by methylphenidate. Adults' cumulative social evaluations of the child were assessed after they viewed both video segments. Results indicated that observers combined  their perceptions of the two behavior samples into composite impressions using an equal-weight averaging algorithm. Even for children whose behavior improved, adults' ratings of undercontrolled behaviors continued to meet or, in some cases  exceed, research cutoff scores used to identify hyperactive children. The findings suggest that the actual behaviors of children with attention-deficit hyperactivity disorder (ADHD) play a more influential role in shaping interpersonal impressions than do perceiver social-cognitive processes such as primacy, recency, or integration biases.",diagnosis support,0.32738719832109126,1
102,Instrumental and hostile aggression in childhood disruptive behavior disorders.,1993 Apr,"Atkins MS, Stoff DM",Journal of abnormal child psychology,"Journal Article, Research Support, Non-U.S. Gov't, Research Support, U.S. Gov't, P.H.S.",None,https://doi.org/10.1007/BF00911314,"An analogue task of instrumental and hostile aggression during a competitive game was evaluated in a sample of clinically-referred 8- to 12-year-old aggressive boys. Similar to a prior task in a normative sample (Hoving, Wallace, & La Forme, 1979), both types of aggression increased during provocation as compared to baseline, indicating the success of the provocation manipulation, with moderate correlations between the two aggressive responses. The aggressive group with attention-deficit hyperactivity disorder (ADHD) and the aggressive group without  ADHD each had higher rates of instrumental aggression than controls. Only the aggressive/ADHD group had higher rates of hostile aggression than controls. Parent Child Behavior Checklist ratings indicated a modest but significant unique relationship between instrumental aggression and delinquency. The high rate of both types of aggression in the aggressive/ADHD group suggests that comorbid ADHD and aggression may result in qualitative differences in aggressive behavior. The  high rate of hostile aggression in the aggressive-ADHD group supports theoretical assumptions regarding the relationship of hostile aggression to poor impulse control.",diagnosis support,0.31479538300104926,1
103,"Effects of background anger, provocation, and methylphenidate on emotional arousal and aggressive responding in attention-deficit hyperactivity disordered boys with and without concurrent aggressiveness.",1991 Aug,"Pelham WE, Milich R, Cummings EM, Murphy DA, Schaughency EA, Greiner AR",Journal of abnormal child psychology,"Journal Article, Research Support, U.S. Gov't, P.H.S.",None,https://doi.org/10.1007/BF00919086,"We investigated the effects of background anger, provocation, and methylphenidate on emotional, physiological, and behavioral responding in children with attention-deficit hyperactivity disorder (ADHD) with and without concurrent aggression. Our study revealed that ADHD boys showed more emotional and physiological distress when exposed to an interaction in which an administrator chastised each boy's favorite counselor, compared to a friendly interaction between the two adults. The background anger manipulation did not affect the aggressive behavior of the boys against an opponent in an aggressive game. High-aggressive (HA) ADHD boys were more likely to respond to provocation with aggression than low-aggressive (LA) ADHD boys, but only LA boys showed increased  physiological reactivity with increasing provocation. Methylphenidate resulted in increased heart rates under all conditions and did not interact with any of the other findings.",diagnosis support,0.47534102833158437,1
104,Quantifying ADHD Symptoms in Open-Ended Everyday Life Contexts With a New Virtual Reality Task.,2022 Sep,"Seesjarvi E, Puhakka J, Aronen ET, Lipsanen J, Mannerkoski M, Hering A, Zuber S, Kliegel M, Laine M, Salmi J",Journal of attention disorders,"Journal Article, Research Support, Non-U.S. Gov't","ADHD, executive function, naturalistic behavior, real-world attention, virtual reality",https://doi.org/10.1177/10870547211044214,"OBJECTIVE: To quantify goal-directed behavior and ADHD symptoms in naturalistic conditions, we developed a virtual reality task, EPELI (Executive Performance in  Everyday LIving), and tested its predictive, discriminant and concurrent validity. METHOD: We collected EPELI data, conventional neuropsychological task data, and parent-ratings of executive problems and symptoms in 38 ADHD children and 38 typically developing controls. RESULTS: EPELI showed predictive validity as the ADHD group exhibited higher percentage of irrelevant actions reflecting lower attentional-executive efficacy and more controller movements and total game actions, both indicative of hyperactivity-impulsivity. Further, the five combined EPELI measures showed excellent discriminant validity (area under curve 88 %), while the correlations of the EPELI efficacy measure with parent-rated executive  problems (r = .57) and ADHD symptoms (r = .55) pointed to its concurrent validity. CONCLUSION: We provide a proof-of-concept validation for a new virtual  reality tool for ecologically valid assessment of ADHD symptoms.",screening tests,0.5555555555555556,1
105,Objective Assessment of Attention-Deficit Hyperactivity Disorder (ADHD) Using an  Infinite Runner-Based Computer Game: A Pilot Study.,2020 Oct 9,"Delgado-Gomez D, Sujar A, Ardoy-Cuadros J, Bejarano-Gomez A, Aguado D, Miguelez-Fernandez C, Blasco-Fontecilla H, Penuelas-Calvo I",Brain sciences,Journal Article,"ADHD, SWAN, e-health, inattention, video games",https://doi.org/10.3390/brainsci10100716,"In the last few years, several computerized tasks have been developed to increase the objectivity of the diagnosis of attention-deficit hyperactivity disorder (ADHD). This article proposes the ""running raccoon"" video game to assess the severity of inattention in patients diagnosed with ADHD. Unlike existing tests, the proposed tool is a genuine video game in which the patient must make a raccoon avatar jump to avoid falling into different gaps. The distance to the gap is recorded for each jump. To evaluate the proposed game, an experiment was conducted in which 32 children diagnosed with ADHD participated. For each participant, the median and interquartile range of these distances were calculated, along with the number of omissions. Experimental results showed a significant correlation between the participants' inattention (measured by the Attention-Deficit/Hyperactivity Disorder Symptoms and Normal Behavior rating scale (SWAN) inattention subscale) with each of these three measures. In addition to its accuracy, other benefits are its short duration and the possibility of being run on both standard computers and mobile devices. These characteristics facilitate its acceptance in clinical environments or even its telematic use. The obtained results, together with the characteristics of the video game, make it an excellent tool to support clinicians in the diagnosis of ADHD.",screening tests,1.0,1
